id,field_id,value,count,percentage
22149,4264,عقارات/نقل شرح إلغاء وقف,3,0.09
22150,4264,عقارات/التعويض عن المباني,2,0.06
22151,4264,عقارات/نقل شرح إلغاء وصية,1,0.03
22152,4264,عقارات/دمج صكوك,1,0.03
22153,4268,منطقة الرياض,1428,30.95
22154,4268,منطقة الشرقية,710,15.39
22155,4268,منطقة مكة المكرمه,557,12.07
22156,4268,منطقة عسير,448,9.71
22157,4268,منطقة القصيم,317,6.87
22158,4268,منطقة حائل,216,4.68
22159,4268,منطقة المدينة المنوره,209,4.53
22160,4268,منطقة الجوف,139,3.01
22161,4268,منطقة تبوك,135,2.93
22162,4268,منطقة جازان,125,2.71
22163,4268,منطقة الباحة,93,2.02
22164,4268,كتابة العدل الإفتراضية - الرياض,81,1.76
22165,4268,منطقة الحدود الشمالية,79,1.71
22166,4268,منطقة نجران,77,1.67
22167,4270,القطاع العام,3412,73.95
22168,4270,القطاع الخاص,1202,26.05
22169,4271,خدمة إلكترونية جزئيا,4218,91.42
22170,4271,خدمة إلكترونية,396,8.58
22171,4272,عقارات/افراغ,1934,41.92
22172,4272,عقارات/تعديل صك,530,11.49
22173,4272,عقارات/تسجيل ملكية عقار بدون صك,307,6.65
22174,4272,عقارات/رهن العقارات,306,6.63
22175,4272,عقارات/فك رهن العقارات,284,6.16
22176,4272,عقارات/منح,234,5.07
22177,4272,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,209,4.53
22178,4272,عقارات/فرز صكوك,158,3.42
22179,4272,عقارات/تعريف الصكوك للفرز,78,1.69
22180,4272,عقارات/دمج عقارات,77,1.67
22181,4272,عقارات/حجز/فك حجز,68,1.47
22182,4272,عقارات/تسجيل صك قديم,66,1.43
22183,4272,عقارات/منحة بديلة,57,1.24
22184,4272,عقارات/الحجز التحفظي على ممتلكات شخص,46,1.0
22185,4272,عقارات/فك الحجز التحفظي على ممتلكات شخص,46,1.0
22186,4272,عقارات/نقل شرح بانتقال ملكية,34,0.74
22187,4272,عقارات/تملك نصيب,32,0.69
22188,4272,عقارات/ربط صك بالهوية العقارية,31,0.67
22189,4272,عقارات/مسجل عينيا,30,0.65
22190,4272,عقارات/تعويض أنقاض دون العقار,28,0.61
22191,4272,عقارات/تعديل صك قديم,24,0.52
22192,4272,عقارات/تعويضات,18,0.39
22193,4272,عقارات/دمج صكوك,8,0.17
22194,4272,عقارات/نقل شرح رهن بدون انتقال ملكية,3,0.07
22195,4272,عقارات/نقل شرح إلغاء وقف,2,0.04
22196,4272,عقارات/نقل شرح وصية بدون انتقال ملكية,1,0.02
22197,4272,عقارات/التعويض عن المباني,1,0.02
22198,4272,عقارات/إضافة تهميش على ضبط,1,0.02
22199,4272,عقارات/نقل شرح إلغاء وصية,1,0.02
22200,4276,منطقة الرياض,1053,36.34
22201,4276,منطقة الشرقية,400,13.8
22202,4276,منطقة مكة المكرمه,311,10.73
22203,4276,منطقة عسير,250,8.63
22204,4276,منطقة القصيم,210,7.25
22205,4276,منطقة المدينة المنوره,150,5.18
22206,4276,منطقة حائل,109,3.76
22207,4276,منطقة جازان,77,2.66
22208,4276,منطقة تبوك,76,2.62
22209,4276,كتابة العدل الإفتراضية - الرياض,69,2.38
22210,4276,منطقة الجوف,69,2.38
22211,4276,منطقة الحدود الشمالية,51,1.76
22212,4276,منطقة الباحة,48,1.66
22213,4276,منطقة نجران,25,0.86
22214,4278,القطاع العام,1946,67.15
22215,4278,القطاع الخاص,952,32.85
22216,4279,خدمة إلكترونية جزئيا,2535,87.47
22217,4279,خدمة إلكترونية,363,12.53
22218,4280,عقارات/افراغ,1268,43.75
22219,4280,عقارات/تعديل صك,321,11.08
22220,4280,عقارات/رهن العقارات,233,8.04
22221,4280,عقارات/فك رهن العقارات,203,7.0
22222,4280,عقارات/تسجيل ملكية عقار بدون صك,128,4.42
22223,4280,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,120,4.14
22224,4280,عقارات/فرز صكوك,102,3.52
22225,4280,عقارات/حجز/فك حجز,64,2.21
22226,4280,عقارات/دمج عقارات,56,1.93
22227,4280,عقارات/تعريف الصكوك للفرز,52,1.79
22228,4280,عقارات/تسجيل صك قديم,50,1.73
22229,4280,عقارات/الحجز التحفظي على ممتلكات شخص,42,1.45
22230,4280,عقارات/فك الحجز التحفظي على ممتلكات شخص,38,1.31
22231,4280,عقارات/نقل شرح بانتقال ملكية,34,1.17
22232,4280,عقارات/تملك نصيب,30,1.04
22233,4280,عقارات/مسجل عينيا,29,1.0
22234,4280,عقارات/منح,28,0.97
22235,4280,عقارات/ربط صك بالهوية العقارية,26,0.9
22236,4280,عقارات/منحة بديلة,21,0.72
22237,4280,عقارات/تعويض أنقاض دون العقار,17,0.59
22238,4280,عقارات/تعديل صك قديم,15,0.52
22239,4280,عقارات/تعويضات,11,0.38
22240,4280,عقارات/دمج صكوك,3,0.1
22241,4280,عقارات/نقل شرح وصية بدون انتقال ملكية,2,0.07
22242,4280,عقارات/التعويض عن المباني,2,0.07
22243,4280,عقارات/نقل شرح رهن بدون انتقال ملكية,1,0.03
22244,4280,عقارات/إضافة تهميش على ضبط,1,0.03
22245,4280,عقارات/نقل شرح إلغاء وصية,1,0.03
22246,4284,منطقة الرياض,1397,34.78
22247,4284,منطقة الشرقية,569,14.16
22248,4284,منطقة مكة المكرمه,434,10.8
22249,4284,منطقة عسير,364,9.06
22250,4284,منطقة القصيم,299,7.44
22251,4284,منطقة المدينة المنوره,244,6.07
22252,4284,منطقة حائل,154,3.83
22253,4284,منطقة تبوك,135,3.36
22254,4284,منطقة جازان,87,2.17
22255,4284,كتابة العدل الإفتراضية - الرياض,75,1.87
22256,4284,منطقة الحدود الشمالية,71,1.77
22257,4284,منطقة الجوف,69,1.72
22258,4284,منطقة الباحة,65,1.62
22259,4284,منطقة نجران,54,1.34
22260,4286,القطاع العام,2752,68.51
22261,4286,القطاع الخاص,1265,31.49
22262,4287,خدمة إلكترونية جزئيا,3629,90.34
22263,4287,خدمة إلكترونية,388,9.66
22264,4288,عقارات/افراغ,1700,42.32
22265,4288,عقارات/تعديل صك,501,12.47
22266,4288,عقارات/رهن العقارات,297,7.39
22267,4288,عقارات/فك رهن العقارات,273,6.8
22268,4288,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,210,5.23
22269,4288,عقارات/فرز صكوك,171,4.26
22270,4288,عقارات/تسجيل ملكية عقار بدون صك,163,4.06
22271,4288,عقارات/دمج عقارات,94,2.34
22272,4288,عقارات/تسجيل صك قديم,73,1.82
22273,4288,عقارات/تعريف الصكوك للفرز,70,1.74
22274,4288,عقارات/حجز/فك حجز,66,1.64
22275,4288,عقارات/الحجز التحفظي على ممتلكات شخص,49,1.22
22276,4288,عقارات/منح,49,1.22
22277,4288,عقارات/فك الحجز التحفظي على ممتلكات شخص,42,1.05
22278,4288,عقارات/تعويض أنقاض دون العقار,41,1.02
22279,4288,عقارات/نقل شرح بانتقال ملكية,35,0.87
22280,4288,عقارات/تملك نصيب,33,0.82
22281,4288,عقارات/مسجل عينيا,29,0.72
22282,4288,عقارات/منحة بديلة,26,0.65
22283,4288,عقارات/تعديل صك قديم,25,0.62
22284,4288,عقارات/ربط صك بالهوية العقارية,23,0.57
22285,4288,عقارات/تعويضات,23,0.57
22286,4288,عقارات/دمج صكوك,7,0.17
22287,4288,عقارات/نقل شرح إلغاء وصية,3,0.07
22288,4288,عقارات/نقل شرح رهن بدون انتقال ملكية,3,0.07
22289,4288,عقارات/نقل شرح إلغاء وقف,3,0.07
22290,4288,عقارات/رهن غير العقارات,2,0.05
22291,4288,عقارات/إضافة تهميش على ضبط,2,0.05
22292,4288,عقارات/التعويض عن المباني,2,0.05
22293,4288,عقارات/نقل شرح وصية بدون انتقال ملكية,2,0.05
22294,4292,منطقة الرياض,1319,34.52
22295,4292,منطقة الشرقية,556,14.55
22296,4292,منطقة مكة المكرمه,481,12.59
22297,4292,منطقة عسير,312,8.17
22298,4292,منطقة القصيم,275,7.2
22299,4292,منطقة المدينة المنوره,227,5.94
22300,4292,منطقة حائل,148,3.87
22301,4292,منطقة تبوك,111,2.9
22302,4292,منطقة الجوف,77,2.02
22303,4292,منطقة الباحة,75,1.96
22304,4292,كتابة العدل الإفتراضية - الرياض,71,1.86
22305,4292,منطقة الحدود الشمالية,68,1.78
22306,4292,منطقة جازان,62,1.62
22307,4292,منطقة نجران,39,1.02
22308,4294,القطاع العام,2536,66.37
22309,4294,القطاع الخاص,1285,33.63
22310,4295,خدمة إلكترونية جزئيا,3437,89.95
22311,4295,خدمة إلكترونية,384,10.05
22312,4296,عقارات/افراغ,1545,40.43
22313,4296,عقارات/تعديل صك,499,13.06
22314,4296,عقارات/رهن العقارات,282,7.38
22315,4296,عقارات/فك رهن العقارات,242,6.33
22316,4296,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,196,5.13
22317,4296,عقارات/فرز صكوك,187,4.89
22318,4296,عقارات/دمج عقارات,152,3.98
22319,4296,عقارات/تسجيل ملكية عقار بدون صك,126,3.3
22320,4296,عقارات/حجز/فك حجز,73,1.91
22321,4296,عقارات/تعريف الصكوك للفرز,73,1.91
22322,4296,عقارات/منح,49,1.28
22323,4296,عقارات/الحجز التحفظي على ممتلكات شخص,47,1.23
22324,4296,عقارات/فك الحجز التحفظي على ممتلكات شخص,42,1.1
22325,4296,عقارات/تسجيل صك قديم,42,1.1
22326,4296,عقارات/تعويض أنقاض دون العقار,40,1.05
22327,4296,عقارات/تملك نصيب,34,0.89
22328,4296,عقارات/نقل شرح بانتقال ملكية,31,0.81
22329,4296,عقارات/مسجل عينيا,30,0.79
22330,4296,عقارات/ربط صك بالهوية العقارية,29,0.76
22331,4296,عقارات/منحة بديلة,28,0.73
22332,4296,عقارات/تعديل صك قديم,28,0.73
22333,4296,عقارات/تعويضات,20,0.52
22334,4296,عقارات/دمج صكوك,9,0.24
22335,4296,عقارات/نقل شرح إلغاء وصية,5,0.13
22336,4296,عقارات/بيع زائدة مشاعة في تعديل صك,3,0.08
22337,4296,عقارات/تجزئة عقار,2,0.05
22338,4296,عقارات/نقل شرح إلغاء وقف,2,0.05
22339,4296,عقارات/إضافة تهميش على ضبط,2,0.05
22340,4296,عقارات/رهن غير العقارات,1,0.03
22341,4296,عقارات/التعويض عن المباني,1,0.03
22342,4296,عقارات/نقل شرح وصية بدون انتقال ملكية,1,0.03
22343,4300,منطقة الرياض,1252,34.3
22344,4300,منطقة الشرقية,583,15.97
22345,4300,منطقة مكة المكرمه,436,11.95
22346,4300,منطقة عسير,272,7.45
22347,4300,منطقة القصيم,264,7.23
22348,4300,منطقة المدينة المنوره,213,5.84
22349,4300,منطقة حائل,146,4.0
22350,4300,منطقة تبوك,127,3.48
22351,4300,منطقة الجوف,73,2.0
22352,4300,كتابة العدل الإفتراضية - الرياض,66,1.81
22353,4300,منطقة جازان,66,1.81
22354,4300,منطقة الباحة,62,1.7
22355,4300,منطقة الحدود الشمالية,55,1.51
22356,4300,منطقة نجران,35,0.96
22357,4302,القطاع العام,2397,65.67
22358,4302,القطاع الخاص,1253,34.33
22359,4303,خدمة إلكترونية جزئيا,3258,89.26
22360,4303,خدمة إلكترونية,392,10.74
22361,4304,عقارات/افراغ,1502,41.15
22362,4304,عقارات/تعديل صك,496,13.59
22363,4304,عقارات/رهن العقارات,267,7.32
22364,4304,عقارات/فك رهن العقارات,224,6.14
22365,4304,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,186,5.1
22366,4304,عقارات/فرز صكوك,157,4.3
22367,4304,عقارات/تسجيل ملكية عقار بدون صك,139,3.81
22368,4304,عقارات/دمج عقارات,127,3.48
22369,4304,عقارات/حجز/فك حجز,77,2.11
22370,4304,عقارات/تعريف الصكوك للفرز,74,2.03
22371,4304,عقارات/تعويض أنقاض دون العقار,45,1.23
22372,4304,عقارات/الحجز التحفظي على ممتلكات شخص,44,1.21
22373,4304,عقارات/فك الحجز التحفظي على ممتلكات شخص,42,1.15
22374,4304,عقارات/تسجيل صك قديم,40,1.1
22375,4304,عقارات/نقل شرح بانتقال ملكية,34,0.93
22376,4304,عقارات/منح,32,0.88
22377,4304,عقارات/تعديل صك قديم,31,0.85
22378,4304,عقارات/تملك نصيب,30,0.82
22379,4304,عقارات/منحة بديلة,30,0.82
22380,4304,عقارات/ربط صك بالهوية العقارية,26,0.71
22381,4304,عقارات/مسجل عينيا,26,0.71
22382,4304,عقارات/دمج صكوك,7,0.19
22383,4304,عقارات/تعويضات,4,0.11
22384,4304,عقارات/دراسة صك,3,0.08
22385,4304,عقارات/إضافة تهميش على ضبط,2,0.05
22386,4304,عقارات/نقل شرح إلغاء وصية,1,0.03
22387,4304,عقارات/نقل شرح إلغاء وقف,1,0.03
22388,4304,عقارات/نقل شرح وصية بدون انتقال ملكية,1,0.03
22389,4304,عقارات/التعويض عن المباني,1,0.03
22390,4304,عقارات/معالجة الصك الملغي,1,0.03
22391,4308,منطقة الرياض,1405,34.97
22392,4308,منطقة الشرقية,637,15.85
22393,4308,منطقة مكة المكرمه,496,12.34
22394,4308,منطقة عسير,288,7.17
22395,4308,منطقة القصيم,263,6.55
22396,4308,منطقة المدينة المنوره,249,6.2
22397,4308,منطقة حائل,176,4.38
22398,4308,منطقة تبوك,106,2.64
22399,4308,كتابة العدل الإفتراضية - الرياض,79,1.97
22400,4308,منطقة الجوف,79,1.97
22401,4308,منطقة الحدود الشمالية,72,1.79
22402,4308,منطقة الباحة,65,1.62
22403,4308,منطقة جازان,63,1.57
22404,4308,منطقة نجران,40,1.0
22405,4310,القطاع العام,2672,66.5
22406,4310,القطاع الخاص,1346,33.5
22407,4311,خدمة إلكترونية جزئيا,3602,89.65
22408,4311,خدمة إلكترونية,416,10.35
22409,4312,عقارات/افراغ,1642,40.87
22410,4312,عقارات/تعديل صك,495,12.32
22411,4312,عقارات/رهن العقارات,303,7.54
22412,4312,عقارات/فك رهن العقارات,236,5.87
22413,4312,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,230,5.72
22414,4312,عقارات/فرز صكوك,186,4.63
22415,4312,عقارات/تسجيل ملكية عقار بدون صك,174,4.33
22416,4312,عقارات/دمج عقارات,140,3.48
22417,4312,عقارات/حجز/فك حجز,83,2.07
22418,4312,عقارات/تعريف الصكوك للفرز,63,1.57
22419,4312,عقارات/منح,52,1.29
22420,4312,عقارات/الحجز التحفظي على ممتلكات شخص,49,1.22
22421,4312,عقارات/تعويض أنقاض دون العقار,49,1.22
22422,4312,عقارات/فك الحجز التحفظي على ممتلكات شخص,45,1.12
22423,4312,عقارات/تسجيل صك قديم,44,1.1
22424,4312,عقارات/نقل شرح بانتقال ملكية,41,1.02
22425,4312,عقارات/تملك نصيب,31,0.77
22426,4312,عقارات/ربط صك بالهوية العقارية,31,0.77
22427,4312,عقارات/مسجل عينيا,31,0.77
22428,4312,عقارات/منحة بديلة,29,0.72
22429,4312,عقارات/تعديل صك قديم,27,0.67
22430,4312,عقارات/دمج صكوك,10,0.25
22431,4312,عقارات/نقل شرح إلغاء وقف,7,0.17
22432,4312,عقارات/تعويضات,6,0.15
22433,4312,عقارات/نقل شرح إلغاء وصية,6,0.15
22434,4312,عقارات/نقل شرح رهن بدون انتقال ملكية,2,0.05
22435,4312,عقارات/التعويض عن المباني,2,0.05
22436,4312,عقارات/دراسة صك,1,0.02
22437,4312,عقارات/بيع زائدة مشاعة في تعديل صك,1,0.02
22438,4312,عقارات/إضافة تهميش على ضبط,1,0.02
22439,4312,عقارات/نقل شرح وصية بدون انتقال ملكية,1,0.02
22440,4316,منطقة الرياض,1242,36.1
22441,4316,منطقة الشرقية,498,14.48
22442,4316,منطقة مكة المكرمه,399,11.6
22443,4316,منطقة عسير,253,7.35
22444,4316,منطقة القصيم,240,6.98
22445,4316,منطقة المدينة المنوره,187,5.44
22446,4316,منطقة حائل,172,5.0
22447,4316,منطقة تبوك,105,3.05
22448,4316,منطقة الجوف,77,2.24
22449,4316,كتابة العدل الإفتراضية - الرياض,68,1.98
22450,4316,منطقة الباحة,63,1.83
22451,4316,منطقة الحدود الشمالية,56,1.63
22452,4316,منطقة جازان,51,1.48
22453,4316,منطقة نجران,29,0.84
22454,4318,القطاع العام,2232,64.88
22455,4318,القطاع الخاص,1208,35.12
22456,4319,خدمة إلكترونية جزئيا,3054,88.78
22457,4319,خدمة إلكترونية,386,11.22
22458,4320,عقارات/افراغ,1450,42.15
22459,4320,عقارات/تعديل صك,443,12.88
22460,4320,عقارات/رهن العقارات,256,7.44
22461,4320,عقارات/فك رهن العقارات,210,6.1
22462,4320,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,159,4.62
22463,4320,عقارات/فرز صكوك,146,4.24
22464,4320,عقارات/تسجيل ملكية عقار بدون صك,134,3.9
22465,4320,عقارات/دمج عقارات,103,2.99
22466,4320,عقارات/تعريف الصكوك للفرز,74,2.15
22467,4320,عقارات/حجز/فك حجز,64,1.86
22468,4320,عقارات/الحجز التحفظي على ممتلكات شخص,46,1.34
22469,4320,عقارات/منح,45,1.31
22470,4320,عقارات/فك الحجز التحفظي على ممتلكات شخص,42,1.22
22471,4320,عقارات/تعويض أنقاض دون العقار,39,1.13
22472,4320,عقارات/تسجيل صك قديم,38,1.1
22473,4320,عقارات/تملك نصيب,30,0.87
22474,4320,عقارات/ربط صك بالهوية العقارية,30,0.87
22475,4320,عقارات/نقل شرح بانتقال ملكية,29,0.84
22476,4320,عقارات/مسجل عينيا,28,0.81
22477,4320,عقارات/تعديل صك قديم,27,0.78
22478,4320,عقارات/منحة بديلة,25,0.73
22479,4320,عقارات/دمج صكوك,8,0.23
22480,4320,عقارات/تعويضات,4,0.12
22481,4320,عقارات/إضافة تهميش على ضبط,2,0.06
22482,4320,عقارات/نقل شرح رهن بدون انتقال ملكية,2,0.06
22483,4320,عقارات/التعويض عن المباني,2,0.06
22484,4320,عقارات/دراسة صك,1,0.03
22485,4320,عقارات/نقل شرح إلغاء وصية,1,0.03
22486,4320,عقارات/معالجة الصك الملغي,1,0.03
22487,4320,عقارات/نقل شرح إلغاء وقف,1,0.03
22488,4324,منطقة الرياض,1340,35.12
22489,4324,منطقة الشرقية,533,13.97
22490,4324,منطقة مكة المكرمه,464,12.16
22491,4324,منطقة القصيم,292,7.65
22492,4324,منطقة عسير,289,7.58
22493,4324,منطقة المدينة المنوره,216,5.66
22494,4324,منطقة حائل,175,4.59
22495,4324,منطقة تبوك,150,3.93
22496,4324,كتابة العدل الإفتراضية - الرياض,87,2.28
22497,4324,منطقة جازان,68,1.78
22498,4324,منطقة الحدود الشمالية,63,1.65
22499,4324,منطقة الجوف,59,1.55
22500,4324,منطقة الباحة,42,1.1
22501,4324,منطقة نجران,37,0.97
22502,4326,القطاع العام,2492,65.32
22503,4326,القطاع الخاص,1323,34.68
22504,4327,خدمة إلكترونية جزئيا,3444,90.28
22505,4327,خدمة إلكترونية,371,9.72
22506,4328,عقارات/افراغ,1555,40.76
22507,4328,عقارات/تعديل صك,478,12.53
22508,4328,عقارات/رهن العقارات,301,7.89
22509,4328,عقارات/فك رهن العقارات,247,6.47
22510,4328,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,200,5.24
22511,4328,عقارات/فرز صكوك,160,4.19
22512,4328,عقارات/تسجيل ملكية عقار بدون صك,140,3.67
22513,4328,عقارات/دمج عقارات,125,3.28
22514,4328,عقارات/تعريف الصكوك للفرز,77,2.02
22515,4328,عقارات/حجز/فك حجز,69,1.81
22516,4328,عقارات/تسجيل صك قديم,52,1.36
22517,4328,عقارات/منح,52,1.36
22518,4328,عقارات/الحجز التحفظي على ممتلكات شخص,49,1.28
22519,4328,عقارات/تعويض أنقاض دون العقار,48,1.26
22520,4328,عقارات/فك الحجز التحفظي على ممتلكات شخص,45,1.18
22521,4328,عقارات/تملك نصيب,37,0.97
22522,4328,عقارات/نقل شرح بانتقال ملكية,37,0.97
22523,4328,عقارات/تعديل صك قديم,34,0.89
22524,4328,عقارات/ربط صك بالهوية العقارية,31,0.81
22525,4328,عقارات/مسجل عينيا,31,0.81
22526,4328,عقارات/منحة بديلة,22,0.58
22527,4328,عقارات/تعويضات,11,0.29
22528,4328,عقارات/دمج صكوك,6,0.16
22529,4328,عقارات/نقل شرح إلغاء وصية,2,0.05
22530,4328,عقارات/إضافة تهميش على ضبط,2,0.05
22531,4328,عقارات/نقل شرح رهن بدون انتقال ملكية,1,0.03
22532,4328,عقارات/بيع زائدة مشاعة في تعديل صك,1,0.03
22533,4328,عقارات/التعويض عن المباني,1,0.03
22534,4328,عقارات/نقل شرح إلغاء وقف,1,0.03
22535,4332,منطقة الرياض,1203,35.4
22536,4332,منطقة الشرقية,463,13.63
22537,4332,منطقة مكة المكرمه,418,12.3
22538,4332,منطقة القصيم,241,7.09
22539,4332,منطقة عسير,239,7.03
22540,4332,منطقة المدينة المنوره,194,5.71
22541,4332,منطقة حائل,147,4.33
22542,4332,منطقة تبوك,141,4.15
22543,4332,كتابة العدل الإفتراضية - الرياض,75,2.21
22544,4332,منطقة الجوف,71,2.09
22545,4332,منطقة الحدود الشمالية,64,1.88
22546,4332,منطقة جازان,64,1.88
22547,4332,منطقة الباحة,49,1.44
22548,4332,منطقة نجران,29,0.85
22549,4334,القطاع العام,2191,64.48
22550,4334,القطاع الخاص,1207,35.52
22551,4335,خدمة إلكترونية جزئيا,3159,92.97
22552,4335,خدمة إلكترونية,239,7.03
22553,4336,عقارات/افراغ,1449,42.64
22554,4336,عقارات/تعديل صك,394,11.6
22555,4336,عقارات/رهن العقارات,261,7.68
22556,4336,عقارات/فك رهن العقارات,187,5.5
22557,4336,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,180,5.3
22558,4336,عقارات/فرز صكوك,117,3.44
22559,4336,عقارات/دمج عقارات,110,3.24
22560,4336,عقارات/تسجيل ملكية عقار بدون صك,101,2.97
22561,4336,عقارات/حجز/فك حجز,76,2.24
22562,4336,عقارات/تعريف الصكوك للفرز,66,1.94
22563,4336,عقارات/تعويض أنقاض دون العقار,58,1.71
22564,4336,عقارات/تسجيل صك قديم,56,1.65
22565,4336,عقارات/منح,47,1.38
22566,4336,عقارات/فك الحجز التحفظي على ممتلكات شخص,46,1.35
22567,4336,عقارات/الحجز التحفظي على ممتلكات شخص,45,1.32
22568,4336,عقارات/نقل شرح بانتقال ملكية,41,1.21
22569,4336,عقارات/تملك نصيب,32,0.94
22570,4336,عقارات/ربط صك بالهوية العقارية,31,0.91
22571,4336,عقارات/مسجل عينيا,30,0.88
22572,4336,عقارات/منحة بديلة,26,0.77
22573,4336,عقارات/تعديل صك قديم,25,0.74
22574,4336,عقارات/تعويضات,11,0.32
22575,4336,عقارات/دمج صكوك,2,0.06
22576,4336,عقارات/تجزئة عقار,2,0.06
22577,4336,عقارات/نقل شرح رهن بدون انتقال ملكية,1,0.03
22578,4336,عقارات/التعويض عن المباني,1,0.03
22579,4336,عقارات/نقل شرح إلغاء وقف,1,0.03
22580,4336,عقارات/نقل شرح إلغاء وصية,1,0.03
22581,4336,عقارات/موافقة الجهة الحكومية على فك قيد صك,1,0.03
22582,4340,منطقة الرياض,1063,35.4
22583,4340,منطقة الشرقية,463,15.42
22584,4340,منطقة مكة المكرمه,350,11.66
22585,4340,منطقة عسير,223,7.43
22586,4340,منطقة القصيم,196,6.53
22587,4340,منطقة المدينة المنوره,154,5.13
22588,4340,منطقة حائل,135,4.5
22589,4340,منطقة تبوك,117,3.9
22590,4340,منطقة جازان,72,2.4
22591,4340,كتابة العدل الإفتراضية - الرياض,68,2.26
22592,4340,منطقة الجوف,53,1.76
22593,4340,منطقة الحدود الشمالية,47,1.57
22594,4340,منطقة الباحة,33,1.1
22595,4340,منطقة نجران,29,0.97
22596,4342,القطاع العام,1926,64.14
22597,4342,القطاع الخاص,1077,35.86
22598,4343,خدمة إلكترونية جزئيا,2799,93.21
22599,4343,خدمة إلكترونية,204,6.79
22600,4344,عقارات/افراغ,1295,43.12
22601,4344,عقارات/تعديل صك,323,10.76
22602,4344,عقارات/رهن العقارات,230,7.66
22603,4344,عقارات/فك رهن العقارات,163,5.43
22604,4344,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,155,5.16
22605,4344,عقارات/فرز صكوك,114,3.8
22606,4344,عقارات/تسجيل ملكية عقار بدون صك,100,3.33
22607,4344,عقارات/دمج عقارات,87,2.9
22608,4344,عقارات/حجز/فك حجز,83,2.76
22609,4344,عقارات/تعريف الصكوك للفرز,61,2.03
22610,4344,عقارات/الحجز التحفظي على ممتلكات شخص,45,1.5
22611,4344,عقارات/فك الحجز التحفظي على ممتلكات شخص,45,1.5
22612,4344,عقارات/تعويض أنقاض دون العقار,39,1.3
22613,4344,عقارات/منح,38,1.27
22614,4344,عقارات/تسجيل صك قديم,35,1.17
22615,4344,عقارات/نقل شرح بانتقال ملكية,35,1.17
22616,4344,عقارات/تملك نصيب,29,0.97
22617,4344,عقارات/ربط صك بالهوية العقارية,28,0.93
22618,4344,عقارات/مسجل عينيا,27,0.9
22619,4344,عقارات/تعديل صك قديم,24,0.8
22620,4344,عقارات/منحة بديلة,20,0.67
22621,4344,عقارات/تعويضات,13,0.43
22622,4344,عقارات/نقل شرح إلغاء وصية,4,0.13
22623,4344,عقارات/دمج صكوك,3,0.1
22624,4344,عقارات/موافقة الجهة الحكومية على فك قيد صك,2,0.07
22625,4344,عقارات/تجزئة عقار,1,0.03
22626,4344,عقارات/التعويض عن المباني,1,0.03
22627,4344,عقارات/دراسة صك,1,0.03
22628,4344,عقارات/نقل شرح رهن بدون انتقال ملكية,1,0.03
22629,4344,عقارات/استلام مبلغ بسبب عقار,1,0.03
22630,4348,منطقة الرياض,1093,40.08
22631,4348,منطقة الشرقية,392,14.37
22632,4348,منطقة مكة المكرمه,310,11.37
22633,4348,منطقة القصيم,177,6.49
22634,4348,منطقة عسير,169,6.2
22635,4348,منطقة حائل,130,4.77
22636,4348,منطقة المدينة المنوره,124,4.55
22637,4348,منطقة تبوك,90,3.3
22638,4348,كتابة العدل الإفتراضية - الرياض,66,2.42
22639,4348,منطقة جازان,48,1.76
22640,4348,منطقة الجوف,43,1.58
22641,4348,منطقة الحدود الشمالية,40,1.47
22642,4348,منطقة نجران,27,0.99
22643,4348,منطقة الباحة,18,0.66
22644,4350,القطاع العام,1580,57.94
22645,4350,القطاع الخاص,1147,42.06
22646,4351,خدمة إلكترونية جزئيا,2344,85.96
22647,4351,خدمة إلكترونية,383,14.04
22648,4352,عقارات/افراغ,1169,42.87
22649,4352,عقارات/رهن العقارات,262,9.61
22650,4352,عقارات/تعديل صك,261,9.57
22651,4352,عقارات/فك رهن العقارات,168,6.16
22652,4352,عقارات/فرز صكوك,115,4.22
22653,4352,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,104,3.81
22654,4352,عقارات/تسجيل ملكية عقار بدون صك,72,2.64
22655,4352,عقارات/حجز/فك حجز,66,2.42
22656,4352,عقارات/دمج عقارات,66,2.42
22657,4352,عقارات/تعريف الصكوك للفرز,57,2.09
22658,4352,عقارات/تسجيل صك قديم,49,1.8
22659,4352,عقارات/الحجز التحفظي على ممتلكات شخص,48,1.76
22660,4352,عقارات/فك الحجز التحفظي على ممتلكات شخص,44,1.61
22661,4352,عقارات/نقل شرح بانتقال ملكية,35,1.28
22662,4352,عقارات/منح,34,1.25
22663,4352,عقارات/ربط صك بالهوية العقارية,31,1.14
22664,4352,عقارات/مسجل عينيا,31,1.14
22665,4352,عقارات/تملك نصيب,29,1.06
22666,4352,عقارات/تعديل صك قديم,26,0.95
22667,4352,عقارات/تعويض أنقاض دون العقار,24,0.88
22668,4352,عقارات/منحة بديلة,20,0.73
22669,4352,عقارات/تعويضات,6,0.22
22670,4352,عقارات/دمج صكوك,3,0.11
