id,field_id,value,count,percentage
22671,4352,عقارات/نقل شرح إلغاء وصية,3,0.11
22672,4352,عقارات/نقل شرح رهن بدون انتقال ملكية,2,0.07
22673,4352,عقارات/موافقة الجهة الحكومية على فك قيد صك,1,0.04
22674,4352,عقارات/نقل شرح إلغاء وقف,1,0.04
22675,4356,منطقة الرياض,789,25.71
22676,4356,منطقة الشرقية,467,15.22
22677,4356,الخدمات الرقمية,437,14.24
22678,4356,منطقة مكة المكرمه,362,11.8
22679,4356,منطقة عسير,212,6.91
22680,4356,منطقة القصيم,181,5.9
22681,4356,منطقة المدينة المنوره,152,4.95
22682,4356,منطقة حائل,131,4.27
22683,4356,منطقة تبوك,105,3.42
22684,4356,منطقة جازان,67,2.18
22685,4356,منطقة الجوف,52,1.69
22686,4356,منطقة الحدود الشمالية,52,1.69
22687,4356,منطقة نجران,35,1.14
22688,4356,منطقة الباحة,27,0.88
22689,4358,القطاع العام,1958,63.8
22690,4358,القطاع الخاص,1111,36.2
22691,4359,خدمة إلكترونية جزئيا,2697,87.88
22692,4359,خدمة إلكترونية,372,12.12
22693,4360,عقارات/افراغ,1218,39.69
22694,4360,عقارات/تعديل صك,343,11.18
22695,4360,عقارات/رهن العقارات,251,8.18
22696,4360,عقارات/فك رهن العقارات,182,5.93
22697,4360,عقارات/فرز صكوك,153,4.99
22698,4360,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,142,4.63
22699,4360,عقارات/تسجيل ملكية عقار بدون صك,106,3.45
22700,4360,عقارات/دمج عقارات,100,3.26
22701,4360,عقارات/تعريف الصكوك للفرز,77,2.51
22702,4360,عقارات/حجز/فك حجز,67,2.18
22703,4360,عقارات/تسجيل صك قديم,52,1.69
22704,4360,عقارات/فك الحجز التحفظي على ممتلكات شخص,50,1.63
22705,4360,عقارات/الحجز التحفظي على ممتلكات شخص,46,1.5
22706,4360,عقارات/منح,41,1.34
22707,4360,عقارات/تعويض أنقاض دون العقار,41,1.34
22708,4360,عقارات/نقل شرح بانتقال ملكية,36,1.17
22709,4360,عقارات/ربط صك بالهوية العقارية,30,0.98
22710,4360,عقارات/مسجل عينيا,30,0.98
22711,4360,عقارات/تملك نصيب,29,0.94
22712,4360,عقارات/تعديل صك قديم,27,0.88
22713,4360,عقارات/منحة بديلة,21,0.68
22714,4360,عقارات/موافقة الجهة الحكومية على فك قيد صك,4,0.13
22715,4360,عقارات/نقل شرح إلغاء وقف,4,0.13
22716,4360,عقارات/رهن غير العقارات,3,0.1
22717,4360,عقارات/التعويض عن المباني,3,0.1
22718,4360,عقارات/تعويضات,3,0.1
22719,4360,عقارات/نقل شرح رهن بدون انتقال ملكية,3,0.1
22720,4360,عقارات/دمج صكوك,3,0.1
22721,4360,عقارات/دراسة صك,1,0.03
22722,4360,عقارات/نقل شرح إلغاء وصية,1,0.03
22723,4360,عقارات/إضافة تهميش على ضبط,1,0.03
22724,4360,عقارات/تجزئة عقار,1,0.03
22725,4364,منطقة الرياض,876,25.99
22726,4364,الخدمات الرقمية,503,14.93
22727,4364,منطقة الشرقية,486,14.42
22728,4364,منطقة مكة المكرمه,392,11.63
22729,4364,منطقة عسير,239,7.09
22730,4364,منطقة القصيم,185,5.49
22731,4364,منطقة المدينة المنوره,173,5.13
22732,4364,منطقة حائل,154,4.57
22733,4364,منطقة تبوك,94,2.79
22734,4364,منطقة جازان,81,2.4
22735,4364,منطقة الجوف,58,1.72
22736,4364,منطقة الحدود الشمالية,55,1.63
22737,4364,منطقة نجران,39,1.16
22738,4364,منطقة الباحة,35,1.04
22739,4366,القطاع العام,2117,62.82
22740,4366,القطاع الخاص,1253,37.18
22741,4367,خدمة إلكترونية جزئيا,2955,87.69
22742,4367,خدمة إلكترونية,415,12.31
22743,4368,عقارات/افراغ,1315,39.02
22744,4368,عقارات/تعديل صك,365,10.83
22745,4368,عقارات/رهن العقارات,302,8.96
22746,4368,عقارات/فك رهن العقارات,226,6.71
22747,4368,عقارات/فرز صكوك,162,4.81
22748,4368,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,159,4.72
22749,4368,عقارات/تسجيل ملكية عقار بدون صك,108,3.2
22750,4368,عقارات/تعريف الصكوك للفرز,94,2.79
22751,4368,عقارات/دمج عقارات,93,2.76
22752,4368,عقارات/حجز/فك حجز,88,2.61
22753,4368,عقارات/الحجز التحفظي على ممتلكات شخص,49,1.45
22754,4368,عقارات/منح,48,1.42
22755,4368,عقارات/تسجيل صك قديم,47,1.39
22756,4368,عقارات/فك الحجز التحفظي على ممتلكات شخص,44,1.31
22757,4368,عقارات/تعويض أنقاض دون العقار,44,1.31
22758,4368,عقارات/تعديل صك قديم,43,1.28
22759,4368,عقارات/نقل شرح بانتقال ملكية,35,1.04
22760,4368,عقارات/تملك نصيب,31,0.92
22761,4368,عقارات/ربط صك بالهوية العقارية,31,0.92
22762,4368,عقارات/مسجل عينيا,31,0.92
22763,4368,عقارات/منحة بديلة,26,0.77
22764,4368,عقارات/تعويضات,9,0.27
22765,4368,عقارات/نقل شرح إلغاء وصية,4,0.12
22766,4368,عقارات/دمج صكوك,3,0.09
22767,4368,عقارات/موافقة الجهة الحكومية على فك قيد صك,3,0.09
22768,4368,عقارات/نقل شرح إلغاء وقف,2,0.06
22769,4368,عقارات/التعويض عن المباني,2,0.06
22770,4368,عقارات/رهن غير العقارات,2,0.06
22771,4368,عقارات/دراسة صك,2,0.06
22772,4368,عقارات/تجزئة عقار,1,0.03
22773,4368,عقارات/بيع زائدة مشاعة في تعديل صك,1,0.03
22774,4372,منطقة الرياض,631,26.5
22775,4372,الخدمات الرقمية,442,18.56
22776,4372,منطقة الشرقية,322,13.52
22777,4372,منطقة مكة المكرمه,299,12.56
22778,4372,منطقة عسير,148,6.22
22779,4372,منطقة المدينة المنوره,112,4.7
22780,4372,منطقة حائل,111,4.66
22781,4372,منطقة القصيم,92,3.86
22782,4372,منطقة تبوك,75,3.15
22783,4372,منطقة جازان,46,1.93
22784,4372,منطقة الحدود الشمالية,36,1.51
22785,4372,منطقة الجوف,32,1.34
22786,4372,منطقة نجران,19,0.8
22787,4372,منطقة الباحة,16,0.67
22788,4374,القطاع العام,1430,60.06
22789,4374,القطاع الخاص,951,39.94
22790,4375,خدمة إلكترونية جزئيا,2028,85.17
22791,4375,خدمة إلكترونية,353,14.83
22792,4376,عقارات/افراغ,934,39.23
22793,4376,عقارات/رهن العقارات,242,10.16
22794,4376,عقارات/تعديل صك,219,9.2
22795,4376,عقارات/فك رهن العقارات,148,6.22
22796,4376,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,125,5.25
22797,4376,عقارات/فرز صكوك,114,4.79
22798,4376,عقارات/تسجيل ملكية عقار بدون صك,76,3.19
22799,4376,عقارات/تعريف الصكوك للفرز,64,2.69
22800,4376,عقارات/حجز/فك حجز,55,2.31
22801,4376,عقارات/دمج عقارات,53,2.23
22802,4376,عقارات/تسجيل صك قديم,44,1.85
22803,4376,عقارات/منح,40,1.68
22804,4376,عقارات/الحجز التحفظي على ممتلكات شخص,35,1.47
22805,4376,عقارات/تعديل صك قديم,33,1.39
22806,4376,عقارات/فك الحجز التحفظي على ممتلكات شخص,33,1.39
22807,4376,عقارات/ربط صك بالهوية العقارية,30,1.26
22808,4376,عقارات/مسجل عينيا,30,1.26
22809,4376,عقارات/تملك نصيب,29,1.22
22810,4376,عقارات/نقل شرح بانتقال ملكية,21,0.88
22811,4376,عقارات/تعويض أنقاض دون العقار,21,0.88
22812,4376,عقارات/منحة بديلة,18,0.76
22813,4376,عقارات/دمج صكوك,6,0.25
22814,4376,عقارات/دراسة صك,3,0.13
22815,4376,عقارات/نقل شرح رهن بدون انتقال ملكية,2,0.08
22816,4376,عقارات/موافقة الجهة الحكومية على فك قيد صك,2,0.08
22817,4376,عقارات/نقل شرح إلغاء وصية,2,0.08
22818,4376,عقارات/نقل شرح إلغاء وقف,1,0.04
22819,4376,عقارات/تعويضات,1,0.04
22820,4380,منطقة الرياض,881,26.51
22821,4380,الخدمات الرقمية,490,14.75
22822,4380,منطقة الشرقية,470,14.14
22823,4380,منطقة مكة المكرمه,432,13.0
22824,4380,منطقة عسير,231,6.95
22825,4380,منطقة القصيم,177,5.33
22826,4380,منطقة المدينة المنوره,155,4.66
22827,4380,منطقة حائل,152,4.57
22828,4380,منطقة تبوك,111,3.34
22829,4380,منطقة جازان,79,2.38
22830,4380,منطقة الحدود الشمالية,48,1.44
22831,4380,منطقة الجوف,41,1.23
22832,4380,منطقة نجران,30,0.9
22833,4380,منطقة الباحة,26,0.78
22834,4382,القطاع العام,2100,63.2
22835,4382,القطاع الخاص,1223,36.8
22836,4383,خدمة إلكترونية جزئيا,2886,86.85
22837,4383,خدمة إلكترونية,437,13.15
22838,4384,عقارات/افراغ,1299,39.09
22839,4384,عقارات/تعديل صك,353,10.62
22840,4384,عقارات/رهن العقارات,281,8.46
22841,4384,عقارات/فك رهن العقارات,201,6.05
22842,4384,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,169,5.09
22843,4384,عقارات/فرز صكوك,157,4.72
22844,4384,عقارات/تسجيل ملكية عقار بدون صك,112,3.37
22845,4384,عقارات/حجز/فك حجز,95,2.86
22846,4384,عقارات/دمج عقارات,91,2.74
22847,4384,عقارات/تعريف الصكوك للفرز,84,2.53
22848,4384,عقارات/منح,64,1.93
22849,4384,عقارات/الحجز التحفظي على ممتلكات شخص,53,1.59
22850,4384,عقارات/تسجيل صك قديم,49,1.47
22851,4384,عقارات/فك الحجز التحفظي على ممتلكات شخص,47,1.41
22852,4384,عقارات/تعويض أنقاض دون العقار,46,1.38
22853,4384,عقارات/نقل شرح بانتقال ملكية,36,1.08
22854,4384,عقارات/تعديل صك قديم,33,0.99
22855,4384,عقارات/تملك نصيب,31,0.93
22856,4384,عقارات/ربط صك بالهوية العقارية,31,0.93
22857,4384,عقارات/مسجل عينيا,31,0.93
22858,4384,عقارات/منحة بديلة,31,0.93
22859,4384,عقارات/دمج صكوك,6,0.18
22860,4384,عقارات/نقل شرح إلغاء وصية,4,0.12
22861,4384,عقارات/موافقة الجهة الحكومية على فك قيد صك,4,0.12
22862,4384,عقارات/التعويض عن المباني,3,0.09
22863,4384,عقارات/دراسة صك,2,0.06
22864,4384,عقارات/تعويضات,2,0.06
22865,4384,عقارات/إضافة تهميش على ضبط,2,0.06
22866,4384,عقارات/تجزئة عقار,1,0.03
22867,4384,عقارات/نقل شرح رهن بدون انتقال ملكية,1,0.03
22868,4384,عقارات/استلام مبلغ بسبب عقار,1,0.03
22869,4384,عقارات/معالجة الصك الملغي,1,0.03
22870,4384,عقارات/نقل شرح وصية بدون انتقال ملكية,1,0.03
22871,4384,عقارات/نقل شرح إلغاء وقف,1,0.03
22872,4388,منطقة الرياض,808,25.73
22873,4388,الخدمات الرقمية,463,14.75
22874,4388,منطقة الشرقية,447,14.24
22875,4388,منطقة مكة المكرمه,413,13.15
22876,4388,منطقة عسير,210,6.69
22877,4388,منطقة القصيم,164,5.22
22878,4388,منطقة المدينة المنوره,162,5.16
22879,4388,منطقة حائل,152,4.84
22880,4388,منطقة تبوك,108,3.44
22881,4388,منطقة جازان,59,1.88
22882,4388,منطقة الحدود الشمالية,49,1.56
22883,4388,منطقة الباحة,38,1.21
22884,4388,منطقة الجوف,37,1.18
22885,4388,منطقة نجران,30,0.96
22886,4390,القطاع العام,1940,61.78
22887,4390,القطاع الخاص,1200,38.22
22888,4391,خدمة إلكترونية جزئيا,2752,87.64
22889,4391,خدمة إلكترونية,388,12.36
22890,4392,عقارات/افراغ,1260,40.13
22891,4392,عقارات/تعديل صك,322,10.25
22892,4392,عقارات/رهن العقارات,274,8.73
22893,4392,عقارات/فك رهن العقارات,195,6.21
22894,4392,عقارات/تعديل صك بإضافة أو حذف عقار / مالك,167,5.32
22895,4392,عقارات/فرز صكوك,135,4.3
22896,4392,عقارات/تسجيل ملكية عقار بدون صك,115,3.66
22897,4392,عقارات/دمج عقارات,75,2.39
22898,4392,عقارات/حجز/فك حجز,73,2.32
22899,4392,عقارات/تعريف الصكوك للفرز,68,2.17
22900,4392,عقارات/منح,67,2.13
22901,4392,عقارات/الحجز التحفظي على ممتلكات شخص,49,1.56
22902,4392,عقارات/فك الحجز التحفظي على ممتلكات شخص,46,1.46
22903,4392,عقارات/تعويض أنقاض دون العقار,46,1.46
22904,4392,عقارات/تسجيل صك قديم,40,1.27
22905,4392,عقارات/نقل شرح بانتقال ملكية,33,1.05
22906,4392,عقارات/تملك نصيب,32,1.02
22907,4392,عقارات/ربط صك بالهوية العقارية,31,0.99
22908,4392,عقارات/مسجل عينيا,31,0.99
22909,4392,عقارات/تعديل صك قديم,28,0.89
22910,4392,عقارات/منحة بديلة,28,0.89
22911,4392,عقارات/نقل شرح إلغاء وصية,6,0.19
22912,4392,عقارات/دمج صكوك,4,0.13
22913,4392,عقارات/موافقة الجهة الحكومية على فك قيد صك,2,0.06
22914,4392,عقارات/تعويضات,2,0.06
22915,4392,عقارات/دراسة صك,2,0.06
22916,4392,عقارات/نقل شرح رهن بدون انتقال ملكية,2,0.06
22917,4392,عقارات/استلام مبلغ بسبب عقار,2,0.06
22918,4392,عقارات/نقل شرح وصية بدون انتقال ملكية,1,0.03
