السنة ,الربع,المنطقة ,المدينة,الحي ,نوع العقار ,تصنيف العقار ,عدد الصفقات,متوسط الايجار  ر.س,متوسط الايجار لكل متر مربع ر.س
2026,1,مكة المكرمة,الطائف,الرحاب,استديو,سكني,3,5400,220
2026,1,مكة المكرمة,رنية,النزهة,دور,سكني,1,12000,30
2026,1,مكة المكرمة,العوادى,العوادى,شقة,سكني,1,18000,90
2026,1,مكة المكرمة,رنية,الجدر الشرقي,شقة,سكني,19,14560,115.89
2026,1,مكة المكرمة,جدة,الرويس,دوبلاكس,سكني,2,80000,228.57
2026,1,مكة المكرمة,الطائف,الشهداء الشمالية,معرض تجاري,تجاري,3,0,0
2026,1,مكة المكرمة,جدة,أم السلم,دور,سكني,16,24414.28,144.87
2026,1,مكة المكرمة,النوله,النوله,شقة,سكني,1,18050,120.33
2026,1,مكة المكرمة,جدة,النعيم,استديو,سكني,49,24223.52,645.94
2026,1,مكة المكرمة,يعرج بلاد الحساسنه,يعرج بلاد الحساسنه,دور,سكني,3,15000,63.92
2026,1,مكة المكرمة,الفرش,الفرش,شقة,سكني,6,16833.33,159.91
2026,1,مكة المكرمة,جدة,المليساء,شقة,سكني,6,16870,170.7
2026,1,مكة المكرمة,الطائف,الجوهرة,شقة,سكني,36,15656.66,117.72
2026,1,مكة المكرمة,المظيليف - الوطاه,الوطاه,شقة,سكني,5,17700,119.36
2026,1,مكة المكرمة,القنفذة - القوز,الجبيل-قنبور,شقة,سكني,95,11613.43,105.16
2026,1,مكة المكرمة,جدة,التلال,شقة,سكني,1,12000,120
2026,1,مكة المكرمة,مكة المكرمة,المدعى الجديد,شقة,سكني,10,18222.22,123.77
2026,1,مكة المكرمة,الشريعة,الشريعة,شقة,سكني,2,15000,115.53
2026,1,مكة المكرمة,جدة,الصالحية,مكتب,تجاري,1,0,0
2026,1,مكة المكرمة,سوق العين,سوق العين,محل,تجاري,1,0,0
2026,1,مكة المكرمة,الطائف,الحلقة الشرقية,مكتب,تجاري,1,0,0
2026,1,مكة المكرمة,جدة,الرحاب,استديو,سكني,10,11761,308.89
